customer_id,month,voice_minutes,data_gb,sms_count,revenue
CUST_000001,2025-08,172.34855165962364,29.448679101966977,59.20606615446001,76.64047877183633
CUST_000001,2025-07,167.24919425396857,20.954778197376008,29.89577162484848,83.3359697368329
CUST_000001,2025-06,172.65775539214434,47.455577147091134,30.94404031235933,87.17355458122114
CUST_000001,2025-05,144.56101408163536,26.66420398367832,56.842215882317255,78.62140340111624
CUST_000001,2025-04,209.40355797946626,13.537101818807523,38.53937215885389,63.30065450376735
CUST_000001,2025-03,135.10006664071201,32.00737150813214,7.861787411360077,78.63833562316299
CUST_000002,2025-08,137.688521291572,17.222194090317192,30.373962012310827,41.500918680764315
CUST_000002,2025-07,150.86833624698295,16.134334206923754,84.82441433254922,51.253377976036596
CUST_000002,2025-06,136.95037368636878,10.938534869304625,75.05197677138167,43.91969424374302
CUST_000002,2025-05,140.66077229911198,11.798390787047836,67.39517043959258,51.65729721694342
CUST_000002,2025-04,132.59859927981358,11.714914316858437,60.34734445479504,40.532587158190935
CUST_000002,2025-03,163.4891736348174,14.446946212483438,62.89687797429882,47.460158754013925
CUST_000003,2025-08,57.19933637044118,30.01728149702035,31.112187593705052,64.4217516067076
CUST_000003,2025-07,98.9549088529579,26.014023270381724,73.51141804335434,60.47009640954136
CUST_000003,2025-06,72.14735833616986,14.838274801366728,45.29658714199222,65.11901188197398
CUST_000003,2025-05,80.27407436803628,23.818303486782565,26.50951367477938,77.2770730138641
CUST_000003,2025-04,82.99648418277305,20.835727231434035,2.1137888827744558,55.91657457971078
CUST_000003,2025-03,86.19202621522824,23.121176681197067,60.91068924601829,56.91992123704278
CUST_000004,2025-08,350.5919232639231,35.21165614751793,46.42903230989371,54.891371748837166
CUST_000004,2025-07,256.6907840103818,35.855026037658256,64.83044569883855,56.704942062362285
CUST_000004,2025-06,485.1936821109056,34.81761182369756,30.53035700962953,37.153765089326846
CUST_000004,2025-05,277.7368156731544,28.71967256033357,36.202065632383466,45.80181979623359
CUST_000004,2025-04,408.46018988506796,37.343968425542954,44.17609418617884,53.64605040139234
CUST_000004,2025-03,350.8314277884487,47.460636622614714,22.813378258957098,48.22999331906838
CUST_000005,2025-08,603.2594175240487,9.19102214494978,29.172081632108867,134.04682248064978
